date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,complaint_id,clean_text,year_month,word_count
2025-06-10,credit_card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I filed multiple disputes with Wells Fargo regarding transactions totaling over {$21000.00} with the merchant XXXX involving misrepresentation of digital goods ( XXXX  Reason Code 13.3 ). Although I submitted timely and complete supporting documentation, I was informed on XX/XX/year>, by a Wells Fargo representative that this documentation had not been reviewed prior to denial. 

I then resent all supporting evidence, and on XX/XX/year>, a representative confirmed receipt and stated that the case owner had been notified. Despite this, I was later informed that the claims could not be reopened because they were supposedly reviewed by XXXX. 

I was never informed of any escalation to XXXX arbitration, and the lack of documentation review prior to the original denial contradicts XXXX XXXX responsibility to fairly evaluate disputes. Denying disputes without reviewing the evidence and refusing to escalate them to XXXX XXXX violate consumer protections under the XXXX dispute process.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,IL,60611,,Consent provided,Web,6/10/2025,Closed with explanation,Yes,,13972454,"i filed multiple disputes with wells fargo regarding transactions totaling over 21000.00 with the merchant xxxx involving misrepresentation of digital goods xxxx reason code 13.3 . although i submitted timely and complete supporting documentation, i was informed on xxxxyear, by a wells fargo representative that this documentation had not been reviewed prior to denial. i then resent all supporting evidence, and on xxxxyear, a representative confirmed receipt and stated that the case owner had been notified. despite this, i was later informed that the claims could not be reopened because they were supposedly reviewed by xxxx. i was never informed of any escalation to xxxx arbitration, and the lack of documentation review prior to the original denial contradicts xxxx xxxx responsibility to fairly evaluate disputes. denying disputes without reviewing the evidence and refusing to escalate them to xxxx xxxx violate consumer protections under the xxxx dispute process.",2025-06,147
2025-06-08,debt_collection,Other debt,Attempts to collect debt not owed,Debt was paid,"I am filing a complaint against Aargon Agency , Inc. for inaccurately reporting a collection account to the credit bureaus. The account is for a {$66.00} balance I owed to XXXX XXXX XXXX XXXX XXXX XXXX XXXX which I paid directly to XXXX before this debt was rightfully placed with any collection agency. Debt was paid XXXX XXXX. 

Despite resolving the debt with the gym, Aargon Agency is continuing to report it as an open collection, negatively impacting my credit.

Additionally, this is the second collection agency to report this same debt, which raises further concerns about how this account is being handled and shared. 

I have already communicated with both XXXX and Aargon Agency and informed them that the debt has been paid. I can provide proof of payment. The continued reporting of this collection is unfair, inaccurate, and misleading.

I respectfully request that Aargon Agency immediately remove this collection entry from my credit reports and cease all further collection activity related to this account.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Aargon Agency, Inc.",NV,89148,,Consent provided,Web,6/8/2025,Closed with explanation,Yes,,13963766,"i am filing a complaint against aargon agency , inc. for inaccurately reporting a collection account to the credit bureaus. the account is for a 66.00 balance i owed to xxxx xxxx xxxx xxxx xxxx xxxx xxxx which i paid directly to xxxx before this debt was rightfully placed with any collection agency. debt was paid xxxx xxxx. despite resolving the debt with the gym, aargon agency is continuing to report it as an open collection, negatively impacting my credit. additionally, this is the second collection agency to report this same debt, which raises further concerns about how this account is being handled and shared. i have already communicated with both xxxx and aargon agency and informed them that the debt has been paid. i can provide proof of payment. the continued reporting of this collection is unfair, inaccurate, and misleading. i respectfully request that aargon agency immediately remove this collection entry from my credit reports and cease all further collection activity related to this account.",2025-06,166
2025-06-08,debt_collection,Other debt,Attempts to collect debt not owed,Debt was already discharged in bankruptcy and is no longer owed,Triying collect a illegal XXXX XXXX that is not mine. This was during covid I already moved out and was not my bill. I reported to CFB,Company has responded to the consumer and the CFPB and chooses not to provide a public response,"Aargon Agency, Inc.",IL,60014,,Consent provided,Web,6/8/2025,Closed with explanation,Yes,,13960780,triying collect a illegal xxxx xxxx that is not mine. this was during covid i already moved out and was not my bill. i reported to cfb,2025-06,27
2025-05-01,money_transfer,Domestic (US) money transfer,Money was not available when promised,,"My sister initiated an internal transfer of {$45000.00} through Synchrony Bank XXXX to my Synchrony XXXX on Saturday XX/XX/XXXX moving funds between our accounts. I was told by bank representatives that the transfer had been completed and that the funds would be delivered by XX/XX/XXXX. When I realized I had not received the funds I contacted synchrony on XX/XX/XXXX and a representative assured me I could receive them by today ( XX/XX/XXXX ). However, as of today, the funds are missing, and no one at the bank has been able to confirm their location. 

Ive made multiple phone calls totaling several hours, and spoken with multiple agents and an account manager named XXXX and another named XXXX ( call on XX/XX/XXXX at XXXX XXXX ). Despite repeated requests, the bank has refused to provide any written confirmation of the transaction statusno transaction ID, no confirmation of processing, and no formal acknowledgment of the investigation. 

I was also told that the bank can not locate the transfer and is researching it, but no one has taken ownership of the case or provided a resolution timeline. When I asked for a written summary, even through secure messaging or mail, I was told it is not possible. 

This lack of transparency and accountability is extremely concerning for a transaction of this size. I am now requesting CFPB intervention to : Determine the location and status of the missing {$45000.00} Require the bank to provide written documentation and a resolution timeline Ensure a supervisor or case manager is assigned to my case I am also considering legal action if this is not resolved promptly. Please help facilitate a formal investigation and resolution.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,SYNCHRONY FINANCIAL,PA,19104,,Consent provided,Web,5/1/2025,Closed with explanation,Yes,,13281874,"my sister initiated an internal transfer of 45000.00 through synchrony bank xxxx to my synchrony xxxx on saturday xxxxxxxx moving funds between our accounts. i was told by bank representatives that the transfer had been completed and that the funds would be delivered by xxxxxxxx. when i realized i had not received the funds i contacted synchrony on xxxxxxxx and a representative assured me i could receive them by today xxxxxxxx . however, as of today, the funds are missing, and no one at the bank has been able to confirm their location. ive made multiple phone calls totaling several hours, and spoken with multiple agents and an account manager named xxxx and another named xxxx call on xxxxxxxx at xxxx xxxx . despite repeated requests, the bank has refused to provide any written confirmation of the transaction statusno transaction id, no confirmation of processing, and no formal acknowledgment of the investigation. i was also told that the bank can not locate the transfer and is researching it, but no one has taken ownership of the case or provided a resolution timeline. when i asked for a written summary, even through secure messaging or mail, i was told it is not possible. this lack of transparency and accountability is extremely concerning for a transaction of this size. i am now requesting cfpb intervention to determine the location and status of the missing 45000.00 require the bank to provide written documentation and a resolution timeline ensure a supervisor or case manager is assigned to my case i am also considering legal action if this is not resolved promptly. please help facilitate a formal investigation and resolution.",2025-05,275
2025-06-10,savings,Savings account,Managing an account,Deposits and withdrawals,"The account holds over {$100.00} and dialogue took place on multiple days the first week of XX/XX/year>. 

I have a long standing savings account with Citibank that I have not made any withdrawals or deposits to in a couple years. Interest has been accruing in this account and been monitored until recently when I could no longer access it. 

After contacting the bank they told me that the account has been set to "" Inactive '', and as such I have no access to it without jumping through their hoops. How can I be refused access to my account without being warned beforehand?

I was told i could straighten this out one of the two following ways, # 1 drive to a local branch and work it out there or # 2 Send in a notarized letter to their corporate office. The problem is there are no local branches, the nearest branch is almost 400 miles round trip from me. They could not send me a form for the notarized letter I was to fill out as an alternative. I contacted them multiple times and each time the required information was different. I can see this going on for weeks and think that something needs to be done about it.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"CITIBANK, N.A.",FL,329XX,Older American,Consent provided,Web,6/10/2025,Closed with explanation,Yes,,14000485,"the account holds over 100.00 and dialogue took place on multiple days the first week of xxxxyear. i have a long standing savings account with citibank that i have not made any withdrawals or deposits to in a couple years. interest has been accruing in this account and been monitored until recently when i could no longer access it. after contacting the bank they told me that the account has been set to inactive , and as such i have no access to it without jumping through their hoops. how can i be refused access to my account without being warned beforehand? i was told i could straighten this out one of the two following ways, 1 drive to a local branch and work it out there or 2 send in a notarized letter to their corporate office. the problem is there are no local branches, the nearest branch is almost 400 miles round trip from me. they could not send me a form for the notarized letter i was to fill out as an alternative. i contacted them multiple times and each time the required information was different. i can see this going on for weeks and think that something needs to be done about it.",2025-06,207
2025-05-23,mortgage,Conventional home mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu","Wells Fargo approved a modification without income verification ( see prior case # XXXX ). Their false CFPB response claims this was legal, but 12 CFR 1024.41 ( c ) prohibits it. 

Evidence Available Upon Request : Modification offer showing no income check. 

Their XX/XX/XXXX letter proving bad-faith delays.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NC,27587,,Consent provided,Web,5/23/2025,Closed with explanation,Yes,,13679011,"wells fargo approved a modification without income verification see prior case xxxx . their false cfpb response claims this was legal, but 12 cfr 1024.41 c prohibits it. evidence available upon request modification offer showing no income check. their xxxxxxxx letter proving bad-faith delays.",2025-05,44
2025-02-26,debt_collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"PLEASE BLOCKED AND REMOVED I respectfully request the elimination of these fraudulent accounts from my credit report, as I never authorized their inclusion. It is crucial that you promptly remove this misleading information from my records.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",NY,10454,,Consent provided,Web,2/26/2025,Closed with non-monetary relief,Yes,,12223648,"please blocked and removed i respectfully request the elimination of these fraudulent accounts from my credit report, as i never authorized their inclusion. it is crucial that you promptly remove this misleading information from my records.",2025-02,36
2025-06-02,savings,Checking account,Managing an account,Banking errors,"I have opened a BMO Checking account in XX/XX/year>. It then had a promo of {$500.00} BMO Smart Relationship checking bonus and {$100.00} gift card of my choice. To obtain the gift card I need to contact the banker on call and discuss my banking needs which I did. But haven't received the gift card. I have attached 4 documents, which state the initial offer that I applied, An email indicating the date that I applied to open the checking account, a document from BMO reminding me to contact for {$100.00} digital gift card, a document indicating from BMO banker that we indeed have discussed regarding my financial goals which shows I have completed the promotion as required on XX/XX/year> which is within the 90 day window of the promotion to receive the {$100.00} digital gift card.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,"BMO Bank, N.A.",CA,95035,,Consent provided,Web,6/2/2025,Closed with monetary relief,Yes,,13846439,"i have opened a bmo checking account in xxxxyear. it then had a promo of 500.00 bmo smart relationship checking bonus and 100.00 gift card of my choice. to obtain the gift card i need to contact the banker on call and discuss my banking needs which i did. but havent received the gift card. i have attached 4 documents, which state the initial offer that i applied, an email indicating the date that i applied to open the checking account, a document from bmo reminding me to contact for 100.00 digital gift card, a document indicating from bmo banker that we indeed have discussed regarding my financial goals which shows i have completed the promotion as required on xxxxyear which is within the 90 day window of the promotion to receive the 100.00 digital gift card.",2025-06,137
2025-05-23,mortgage,Conventional home mortgage,Struggling to pay mortgage,"Applying for or obtaining a modification, forbearance plan, short sale, or deed-in-lieu","Urgent : Wells Fargo Stalling Illegal Modification Case # XXXX '' I am filing this supplemental complaint regarding Wells Fargo 's unlawful mortgage modification practices, tied to my existing case # XXXX. 

Key violations : On XX/XX/XXXX, Wells Fargo approved a mortgage modification without verifying my income, violating 12 CFR 1024.41. 

They are now deliberately stalling the investigation to avoid admitting fault before my XX/XX/XXXX home sale closing. 

Attached are two key documents proving Wells Fargos misconduct : Their XX/XX/XXXX letter confirming no foreclosure existedinformation they withheld until I filed a CFPB complaint. 

The illegal loan modification offer approved without income verification ( violating 12 CFR 1024.41 ). 

Together, these show a pattern of deliberate obstruction and regulatory violations.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,WELLS FARGO & COMPANY,NC,27587,,Consent provided,Web,5/23/2025,Closed with explanation,Yes,,13671978,"urgent wells fargo stalling illegal modification case xxxx i am filing this supplemental complaint regarding wells fargo s unlawful mortgage modification practices, tied to my existing case xxxx. key violations on xxxxxxxx, wells fargo approved a mortgage modification without verifying my income, violating 12 cfr 1024.41. they are now deliberately stalling the investigation to avoid admitting fault before my xxxxxxxx home sale closing. attached are two key documents proving wells fargos misconduct their xxxxxxxx letter confirming no foreclosure existedinformation they withheld until i filed a cfpb complaint. the illegal loan modification offer approved without income verification violating 12 cfr 1024.41 . together, these show a pattern of deliberate obstruction and regulatory violations.",2025-05,112
2025-05-21,credit_card,General-purpose credit card or charge card,Problem with a purchase shown on your statement,Credit card company isn't resolving a dispute about a purchase on your statement,"I had a charge of XXXX on my card for vitamins that I definitely did not order. Called the REVVI credit company and made a fraud complaint. 2 weeks to the day later a charge of XXXX ( Can not remember exact amount ) for a Female Electric Razor. I am Male and single at the time.

Called them again and made another fraud complaint. The guy I was finally transferred to said that the address of your card is your address so it was you that made the purchases. ( Which makes no sense, for the card was my address of course ) I assured him they were not mine and never received any such items. 
They turned off the card and never sent me a new one and I paid off the balance of things I did buy and they still would not listen to me. 
Need to get them to dispute this, follow up and clear me. 

Now they keep placing this on my credit",Company disputes the facts presented in the complaint,FIRST PORTFOLIO SERVICING INC,TX,760XX,Older American,Consent provided,Web,5/21/2025,Closed with explanation,Yes,,13640748,"i had a charge of xxxx on my card for vitamins that i definitely did not order. called the revvi credit company and made a fraud complaint. 2 weeks to the day later a charge of xxxx can not remember exact amount for a female electric razor. i am male and single at the time. called them again and made another fraud complaint. the guy i was finally transferred to said that the address of your card is your address so it was you that made the purchases. which makes no sense, for the card was my address of course i assured him they were not mine and never received any such items. they turned off the card and never sent me a new one and i paid off the balance of things i did buy and they still would not listen to me. need to get them to dispute this, follow up and clear me. now they keep placing this on my credit",2025-05,164
2025-05-21,debt_collection,I do not know,Attempts to collect debt not owed,Debt is not yours,"I am submitting this formal complaint against Helvey & Associates, a third-party debt collection agency located in XXXX, Indiana. This company is attempting to collect a debt from me that I do not owe and have never acknowledged. I have no prior relationship with this company and no knowledge of the alleged debt they claim exists. 

Helvey & Associates has contacted me about a debt without providing any proper documentation or verification, as required under the Fair Debt Collection Practices Act ( FDCPA, 15 U.S. Code 1692g ). They have failed to : Identify the original creditor ; Provide an itemized accounting of the alleged debt ; Show any contract bearing my signature ; Prove they have legal authority to collect on this account.

Furthermore, if this alleged debt has been reported to any consumer reporting agencies, Helvey & Associates is in direct violation of the Fair Credit Reporting Act ( FCRA, 15 U.S. Code 1681s-2 and 1681i ) for furnishing unverifiable and potentially false information about me.

I take this matter extremely seriously, and I am requesting a full investigation into the practices of Helvey & Associates. Their actions appear to be : Deceptive Potentially fraudulent In violation of multiple federal consumer protection laws I request that the CFPB intervene and require Helvey & Associates to immediately cease all collection efforts, provide full validation of the alleged debt, and remove any related reporting from my credit profile if it exists.

Please confirm receipt of this complaint and keep me informed of any actions taken. I am prepared to escalate this matter further if necessary, including involving legal counsel and state regulatory bodies.",Company believes it acted appropriately as authorized by contract or law,"Helvey & Associates, Inc., Warsaw, IN Branch",NC,28216,,Consent provided,Web,5/21/2025,Closed with explanation,Yes,,13641875,"i am submitting this formal complaint against helvey associates, a third-party debt collection agency located in xxxx, indiana. this company is attempting to collect a debt from me that i do not owe and have never acknowledged. i have no prior relationship with this company and no knowledge of the alleged debt they claim exists. helvey associates has contacted me about a debt without providing any proper documentation or verification, as required under the fair debt collection practices act fdcpa, 15 u.s. code 1692g . they have failed to identify the original creditor ; provide an itemized accounting of the alleged debt ; show any contract bearing my signature ; prove they have legal authority to collect on this account. furthermore, if this alleged debt has been reported to any consumer reporting agencies, helvey associates is in direct violation of the fair credit reporting act fcra, 15 u.s. code 1681s-2 and 1681i for furnishing unverifiable and potentially false information about me. i take this matter extremely seriously, and i am requesting a full investigation into the practices of helvey associates. their actions appear to be deceptive potentially fraudulent in violation of multiple federal consumer protection laws i request that the cfpb intervene and require helvey associates to immediately cease all collection efforts, provide full validation of the alleged debt, and remove any related reporting from my credit profile if it exists. please confirm receipt of this complaint and keep me informed of any actions taken. i am prepared to escalate this matter further if necessary, including involving legal counsel and state regulatory bodies.",2025-05,263
2025-06-05,debt_collection,Private student loan debt,Written notification about debt,Didn't receive notice of right to dispute,"Sallie Mae charged off my debt, then sold it to XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX I wrote a letter to Sallie Mae requesting an IRS 1099-C to file the debt as income on my income taxes. They never responded. Sallie Mae still lists themselves as the debt owner on my Experian, Equifax and Transunion XXXX XXXX although they have charged off the debt and sold it. Upon requesting a XXXX from Sallie Mae XXXX XXXX, XXXX, XXXX XXXX XXXX XXXX XXXX the XXXXXXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX",Company believes it acted appropriately as authorized by contract or law,SLM CORPORATION,TX,77065,Servicemember,Consent provided,Web,6/5/2025,Closed with explanation,Yes,,13920232,"sallie mae charged off my debt, then sold it to xxxx, xxxx xxxx xxxx xxxx xxxx xxxx xxxx i wrote a letter to sallie mae requesting an irs 1099-c to file the debt as income on my income taxes. they never responded. sallie mae still lists themselves as the debt owner on my experian, equifax and transunion xxxx xxxx although they have charged off the debt and sold it. upon requesting a xxxx from sallie mae xxxx xxxx, xxxx, xxxx xxxx xxxx xxxx xxxx the xxxxxxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx",2025-06,136
2025-06-04,debt_collection,Credit card debt,Attempts to collect debt not owed,Debt was result of identity theft,"I reviewed my credit report and saw an account in collections that I did not recognize with XXXX XXXX. I called the number listed for XXXX XXXX and the operator stated my account is in pre-legal status, meaning I could no longer dispute the account as fraudulent. She stated the collector is Everest Receivables Services. She stated someone opened an account in 2022 in Ohio ( I do not live in Ohio ) using an email address I've never used. The account was used for XXXX - I've never opened a credit card account with XXXX. 

I want to dispute that fact that I can no longer dispute this account as fraud. The operator said I'd have to pay her. This doesn't sound right or ethical. 

My reference ID for Everest is XXXX. 

The account address used was XXXX XXXX XXXX XXXX in XXXX, Ohio using email address XXXX. Again, I did not live at that address in 2022 and I've never used that email address.",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Everest Receivable Services Inc.,TX,78521,,Consent provided,Web,6/4/2025,Closed with explanation,Yes,,13888596,"i reviewed my credit report and saw an account in collections that i did not recognize with xxxx xxxx. i called the number listed for xxxx xxxx and the operator stated my account is in pre-legal status, meaning i could no longer dispute the account as fraudulent. she stated the collector is everest receivables services. she stated someone opened an account in 2022 in ohio i do not live in ohio using an email address ive never used. the account was used for xxxx - ive never opened a credit card account with xxxx. i want to dispute that fact that i can no longer dispute this account as fraud. the operator said id have to pay her. this doesnt sound right or ethical. my reference id for everest is xxxx. the account address used was xxxx xxxx xxxx xxxx in xxxx, ohio using email address xxxx. again, i did not live at that address in 2022 and ive never used that email address.",2025-06,164
